cartodb_id,the_geom,field_1,id,id2,geography,totalpop,totalpop_error,totaldispop,totaldispop2,perdispop,ambdispop,ambdispop_error,perambdispop,perambdispop2,awater,aland,lsad,name,tractce,countyfp,statefp
1847,0106000020E610000001000000010300000001000000080000008CEC4ACB487452C0A5E49CD84357444072F22213F07352C028CFBC1C7657444041075DC2A17352C046904AB1A35744400149D8B7937352C0ABC43C2B695744406258C51B997352C0FAC9181F6657444061B83A00E27352C0A9E80FCD3C5744406A47718E3A7452C0880629780A5744408CEC4ACB487452C0A5E49CD843574440,1520,1400000US36081017200,36081017200,"Census Tract 172, Queens County, New York",2355,358,206,75,8.7,104,46,4.8,2.1,0,191064,CT,172,17200,81,36
3617,0106000020E610000001000000010300000001000000090000006A47718E3A7452C0880629780A57444061B83A00E27352C0A9E80FCD3C5744406258C51B997352C0FAC9181F665744400149D8B7937352C0ABC43C2B695744400851BEA0857352C08CE6C8CA2F574440521EDD088B7352C06B787AA52C57444021FAB5F5D37352C05C86FF740357444041CBBA7F2C7452C00B207C28D15644406A47718E3A7452C0880629780A574440,1521,1400000US36081017400,36081017400,"Census Tract 174, Queens County, New York",2867,254,264,85,9.2,120,53,4.5,2.1,0,190574,CT,174,17400,81,36
1848,0106000020E6100000010000000103000000010000000800000041CBBA7F2C7452C00B207C28D156444021FAB5F5D37352C05C86FF7403574440521EDD088B7352C06B787AA52C5744400851BEA0857352C08CE6C8CA2F5744401AD31396787352C085307E1AF7564440F97DFFE6C57352C06E2C280CCA564440BA46CB811E7452C05DB532E19756444041CBBA7F2C7452C00B207C28D1564440,1522,1400000US36081017600,36081017600,"Census Tract 176, Queens County, New York",2498,215,165,51,6.6,97,40,4.1,1.7,0,189834,CT,176,17600,81,36
777,0106000020E6100000010000000103000000010000000A000000BA46CB811E7452C05DB532E197564440F97DFFE6C57352C06E2C280CCA5644401AD31396787352C085307E1AF7564440E5C2482F6A7352C0502AE109BD56444059B741EDB77352C001B16CE6905644406181AFE8D67352C0F3F8BD4D7F564440ECB8E177D37352C04CA25EF069564440261422E0107452C034971B0C755644409A8E006E167452C06E95271076564440BA46CB811E7452C05DB532E197564440,1523,1400000US36081017800,36081017800,"Census Tract 178, Queens County, New York",2242,228,257,83,11.5,136,60,6.4,2.6,0,188705,CT,178,17800,81,36
3618,0106000020E6100000010000000103000000010000000D000000A923473A037C52C0135AD6FD635F4440D63043E3897B52C0803D26529A5F444065F84F37507B52C027603B18B15F4440BDA1F0D93A7B52C0EDFD0DDAAB5F4440CBB4FD2B2B7B52C0974EEB36A85F44409E3715A9307B52C00595B88E715F44407E68E6C9357B52C0DE29E44A3D5F44407A6473D53C7B52C0035262D7F65E4440F5065F984C7B52C02A7DE882FA5E4440CBB6D3D6887B52C0E2857478085F4440F2035779027C52C004FA449E245F44403CB48F15FC7B52C0CCE15AED615F4440A923473A037C52C0135AD6FD635F4440,1524,1400000US36081017900,36081017900,"Census Tract 179, Queens County, New York",994,161,41,31,4.1,32,29,3.3,3.1,0,473761,CT,179,17900,81,36
3883,0106000020E610000001000000010300000001000000090000006181AFE8D67352C0F3F8BD4D7F56444059B741EDB77352C001B16CE690564440E5C2482F6A7352C0502AE109BD564440594A9693507352C02D4FE78A52564440798A1C226E7352C0F63DEAAF5756444087484DBB987352C097EE75525F564440DF68C70DBF7352C02377D84466564440ECB8E177D37352C04CA25EF0695644406181AFE8D67352C0F3F8BD4D7F564440,1525,1400000US36081018000,36081018000,"Census Tract 180, Queens County, New York",1456,225,141,67,9.7,87,44,6.4,3.4,0,138242,CT,180,18000,81,36
3619,0106000020E6100000010000000103000000010000000B0000007E68E6C9357B52C0DE29E44A3D5F44409E3715A9307B52C00595B88E715F4440CBB4FD2B2B7B52C0974EEB36A85F44403D8D7BF31B7B52C0808E56B5A45F444099232BBF0C7B52C06BCEC133A15F444055647440127B52C009992B836A5F4440E7F7FD9B177B52C0787764AC365F44408AC22E8A1E7B52C037DA71C3EF5E444075F2E9B12D7B52C01D166A4DF35E44407A6473D53C7B52C0035262D7F65E44407E68E6C9357B52C0DE29E44A3D5F4440,1526,1400000US36081018101,36081018101,"Census Tract 181.01, Queens County, New York",4293,472,431,202,10,227,136,5.6,3.3,0,96143,CT,181.01,18101,81,36
4816,0106000020E6100000010000000103000000010000000B000000E7F7FD9B177B52C0787764AC365F444055647440127B52C009992B836A5F444099232BBF0C7B52C06BCEC133A15F44400CFCA886FD7A52C08392C9A99D5F4440370EBC5AEE7A52C09E56D11F9A5F444023D3A1D3F37A52C0DD180280635F444073779D0DF97A52C0C9181F662F5F4440C6B7770DFA7A52C04AA60A46255F444040EF8D21007B52C00B5A48C0E85E44408AC22E8A1E7B52C037DA71C3EF5E4440E7F7FD9B177B52C0787764AC365F4440,1527,1400000US36081018102,36081018102,"Census Tract 181.02, Queens County, New York",3755,313,153,71,4.1,89,49,2.5,1.4,0,96555,CT,181.02,18102,81,36
4562,0106000020E6100000010000000103000000010000000B000000E5C2482F6A7352C0502AE109BD5644404D0B5EF4157352C0E5E786A6EC564440949A3DD00A7352C0A21CCC26C05644403D05C078067352C0E1016553AE56444078AF5A99F07252C02CC901BB9A564440F9D170CADC7252C0FD28EACC3D564440DF10AAD4EC7252C06D3480B74056444057518369187352C050D4997B485644400A42791F477352C07B2079E750564440594A9693507352C02D4FE78A52564440E5C2482F6A7352C0502AE109BD564440,1528,1400000US36081018200,36081018200,"Census Tract 182, Queens County, New York",2416,300,293,63,12.1,156,51,6.7,2.4,0,260745,CT,182,18200,81,36
3620,0106000020E6100000010000000103000000010000000E000000C6B7770DFA7A52C04AA60A46255F444073779D0DF97A52C0C9181F662F5F444023D3A1D3F37A52C0DD180280635F4440370EBC5AEE7A52C09E56D11F9A5F4440A6C821E2E67A52C084402E71E45F4440AEE76B96CB7A52C0495F0839EF5F444036E15E99B77A52C0DA87BCE5EA5F444049D1CABDC07A52C0BA1E4C8A8F5F44401C54E23AC67A52C0FBE07CEA585F4440A8F6E978CC7A52C0741C3F541A5F444052B29C84D27A52C02722C32ADE5E444083436FF1F07A52C0A13F34F3E45E444040EF8D21007B52C00B5A48C0E85E4440C6B7770DFA7A52C04AA60A46255F4440,1529,1400000US36081018300,36081018300,"Census Tract 183, Queens County, New York",6322,749,512,188,8.1,316,144,5.5,2.5,0,215023,CT,183,18300,81,36
1849,0106000020E6100000010000000103000000010000000B00000078AF5A99F07252C02CC901BB9A56444070E5EC9DD17252C0F840F2CEA1564440C9BC55D7A17252C04D8E0244C1564440BE2500FF947252C0D6648D7A88564440773F6EBF7C7252C0B2ACFBC7425644403591990B5C7252C060FBC9181F564440F55D11FC6F7252C0C1F0113125564440A6954220977252C0D83521AD315644400674266DAA7252C06D179AEB34564440F9D170CADC7252C0FD28EACC3D56444078AF5A99F07252C02CC901BB9A564440,1530,1400000US36081018401,36081018401,"Census Tract 184.01, Queens County, New York",2272,362,271,97,11.9,194,72,9.2,3.4,0,190347,CT,184.01,18401,81,36
778,0106000020E6100000010000000103000000010000000E0000004D0B5EF4157352C0E5E786A6EC564440E9FF1CE6CB7252C008151C5E105744407150C24CDB7252C0242367614F5744405482C5E1CC7252C09B0C8E92575744403A3602F1BA7252C0B721C66B5E574440FD98D6A6B17252C03FDB6AD6195744408361C092AB7252C07CEA58A5F4564440FD47A643A77252C0463B6EF8DD564440C9BC55D7A17252C04D8E0244C156444070E5EC9DD17252C0F840F2CEA156444078AF5A99F07252C02CC901BB9A5644403D05C078067352C0E1016553AE564440949A3DD00A7352C0A21CCC26C05644404D0B5EF4157352C0E5E786A6EC564440,1531,1400000US36081018402,36081018402,"Census Tract 184.02, Queens County, New York",2342,238,394,105,16.8,269,71,12.1,3.1,0,212544,CT,184.02,18402,81,36
1866,0106000020E6100000010000000103000000010000000C000000677407B1337B52C07DC16ED8B65E44407A444C89247B52C06701DA56B35E4440EE1CCA50157B52C081C5E1CCAF5E44408C075BECF67A52C085C954C1A85E44402AF2EB87D87A52C029C58EC6A15E4440BD6BD097DE7A52C018FD6838655E444060D520CCED7A52C02EBDFDB9685E4440EEFCA204FD7A52C0E574594C6C5E4440C2EA8F300C7B52C0FB34EECD6F5E44408096AE601B7B52C0E170E657735E44401030BABC397B52C0AEE8D66B7A5E4440677407B1337B52C07DC16ED8B65E4440,1532,1400000US36081018501,36081018501,"Census Tract 185.01, Queens County, New York",3685,432,239,83,6.5,74,46,2.2,1.4,0,98522,CT,185.01,18501,81,36
3621,0106000020E6100000010000000103000000010000000B00000075F2E9B12D7B52C01D166A4DF35E44408AC22E8A1E7B52C037DA71C3EF5E444040EF8D21007B52C00B5A48C0E85E444083436FF1F07A52C0A13F34F3E45E444052B29C84D27A52C02722C32ADE5E44402AF2EB87D87A52C029C58EC6A15E44408C075BECF67A52C085C954C1A85E4440EE1CCA50157B52C081C5E1CCAF5E44407A444C89247B52C06701DA56B35E4440677407B1337B52C07DC16ED8B65E444075F2E9B12D7B52C01D166A4DF35E4440,1533,1400000US36081018502,36081018502,"Census Tract 185.02, Queens County, New York",3557,419,196,86,5.5,92,50,2.8,1.5,0,98391,CT,185.02,18502,81,36
4164,0106000020E61000000100000001030000000100000011000000F0423A3C847B52C0B2CF6394675E4440E7103812687B52C0FFDAC1887D5E44407532384A5E7B52C0B52A89EC835E44401030BABC397B52C0AEE8D66B7A5E44408096AE601B7B52C0E170E657735E4440C2EA8F300C7B52C0FB34EECD6F5E4440EEFCA204FD7A52C0E574594C6C5E444060D520CCED7A52C02EBDFDB9685E4440BD6BD097DE7A52C018FD6838655E4440A7FC6B79E57A52C0921B45D61A5E44407BB60E0EF67A52C00BCB9F6F0B5E444049B3791C067B52C08D588B4F015E44402475029A087B52C0C9BE2B82FF5D4440A28CB800347B52C00DBE30992A5E444096E13FDD407B52C048BC3C9D2B5E4440B99F53909F7B52C0D66B7A50505E4440F0423A3C847B52C0B2CF6394675E4440,1535,1400000US36081018700,36081018700,"Census Tract 187, Queens County, New York",3074,378,186,78,6.1,115,63,3.8,2.1,0,236444,CT,187,18700,81,36
3622,0106000020E610000001000000010300000001000000070000000851BEA0857352C08CE6C8CA2F574440AD47E17A147352C09655D80C705744402DE57CB1F77252C09993179980574440C9501553E97252C0718577B9885744407150C24CDB7252C0242367614F5744401AD31396787352C085307E1AF75644400851BEA0857352C08CE6C8CA2F574440,1536,1400000US36081018800,36081018800,"Census Tract 188, Queens County, New York",1476,186,92,33,6.2,55,24,4.1,1.9,0,178872,CT,188,18800,81,36
4731,0106000020E6100000010000000103000000010000000D0000005B30B8E68E7B52C0D2BD4EEACB5E4440CBB6D3D6887B52C0E2857478085F4440F5065F984C7B52C02A7DE882FA5E44407A6473D53C7B52C0035262D7F65E444075F2E9B12D7B52C01D166A4DF35E4440677407B1337B52C07DC16ED8B65E44401030BABC397B52C0AEE8D66B7A5E44407532384A5E7B52C0B52A89EC835E4440E7103812687B52C0FFDAC1887D5E4440F0423A3C847B52C0B2CF6394675E4440DC21C500897B52C0038E041A6C5E44405ECFD72C977B52C04F14E813795E44405B30B8E68E7B52C0D2BD4EEACB5E4440,1537,1400000US36081018900,36081018900,"Census Tract 189, Queens County, New York",3470,442,386,140,11.1,265,114,7.9,3.6,0,217707,CT,189,18900,81,36
1169,0106000020E6100000010000000103000000010000000B000000E38233F8FB7252C0CFB52FA0175844403F4D2D5BEB7252C0AA949EE92558444017028063CF7252C0650A9DD7D85744401BCF6740BD7252C0AE7614E7A85744403A3602F1BA7252C0B721C66B5E5744405482C5E1CC7252C09B0C8E92575744407150C24CDB7252C0242367614F574440C9501553E97252C0718577B9885744402DE57CB1F77252C09993179980574440B1B6291E177352C0869B53C900584440E38233F8FB7252C0CFB52FA017584440,1538,1400000US36081019000,36081019000,"Census Tract 190, Queens County, New York",2291,279,192,82,8.4,102,60,4.7,2.8,0,188259,CT,190,19000,81,36
3623,0106000020E6100000010000000103000000010000000A0000000149D8B7937352C0ABC43C2B69574440993C65355D7352C0CBD0782288574440ED056685227352C084AFAF75A9574440D91B7C61327352C00FFDDAFAE9574440B0852007257352C02E336C94F5574440B1B6291E177352C0869B53C9005844402DE57CB1F77252C09993179980574440AD47E17A147352C09655D80C705744400851BEA0857352C08CE6C8CA2F5744400149D8B7937352C0ABC43C2B69574440,1539,1400000US36081019200,36081019200,"Census Tract 192, Queens County, New York",2009,349,279,96,13.9,108,54,5.7,2.7,0,201046,CT,192,19200,81,36
218,0106000020E6100000010000000103000000010000000D0000002A67EF8CB67352C0E2310395F157444035397CD2897352C04A1E4FCB0F5844402CA9DA6E827352C010A5BDC11758444003C58F31777352C0B97A15191D584440D8A9B9DC607352C0990645F300584440270AF4893C7352C017963FDF16584440B0852007257352C02E336C94F5574440D91B7C61327352C00FFDDAFAE9574440ED056685227352C084AFAF75A9574440993C65355D7352C0CBD07822885744400149D8B7937352C0ABC43C2B6957444041075DC2A17352C046904AB1A35744402A67EF8CB67352C0E2310395F1574440,1540,1400000US36081019400,36081019400,"Census Tract 194, Queens County, New York",2508,267,235,84,9.4,157,60,6.7,2.6,0,305897,CT,194,19400,81,36
780,0106000020E6100000010000000103000000010000000E000000A271A8DF857352C02DC4EA8F3058444073CDE49B6D7352C0AC2990D959584440CB22145B417352C0057B134372584440B91281EA1F7352C02891442FA35844406B8C9DF0127352C0071D74098758444035DDB243FC7252C0A1923A014D5844403F4D2D5BEB7252C0AA949EE925584440E38233F8FB7252C0CFB52FA017584440B1B6291E177352C0869B53C900584440B0852007257352C02E336C94F5574440270AF4893C7352C017963FDF16584440D8A9B9DC607352C0990645F30058444003C58F31777352C0B97A15191D584440A271A8DF857352C02DC4EA8F30584440,1541,1400000US36081019600,36081019600,"Census Tract 196, Queens County, New York",2756,388,184,79,6.7,129,63,5.2,2.6,0,222897,CT,196,19600,81,36
1867,0106000020E6100000010000000103000000010000000E0000004F6B9A779C7352C00ED4298F6E584440E87B0DC1717352C07DC16ED8B658444091ACC3D1557352C006D15AD1E6584440E56B96CB467352C06F5985CD00594440178C1189427352C02B431CEBE2584440B3A9BA47367352C0C1EE3B86C758444002AC55BB267352C0514145D5AF584440B91281EA1F7352C02891442FA3584440CB22145B417352C0057B13437258444073CDE49B6D7352C0AC2990D959584440A271A8DF857352C02DC4EA8F30584440FCF33460907352C0781684F23E584440B59BE09BA67352C0F36DC1525D5844404F6B9A779C7352C00ED4298F6E584440,1542,1400000US36081019800,36081019800,"Census Tract 198, Queens County, New York",2981,366,307,106,10.3,163,73,6.1,2.7,0,207719,CT,198,19800,81,36
3625,0106000020E6100000010000000103000000010000000C000000CFEAE40CC57352C08631E9EFA55844407801F6D1A97352C034B401D8805844404F6B9A779C7352C00ED4298F6E584440B59BE09BA67352C0F36DC1525D584440FCF33460907352C0781684F23E584440A271A8DF857352C02DC4EA8F3058444003C58F31777352C0B97A15191D5844402CA9DA6E827352C010A5BDC11758444035397CD2897352C04A1E4FCB0F5844402A67EF8CB67352C0E2310395F1574440F010C64FE37352C0F0457BBC90584440CFEAE40CC57352C08631E9EFA5584440,1544,1400000US36081020200,36081020200,"Census Tract 202, Queens County, New York",1693,254,95,46,5.6,51,35,3.2,2.1,0,153117,CT,202,20200,81,36
1868,0106000020E6100000010000000103000000010000000E000000CFEAE40CC57352C08631E9EFA55844403F683D7C997352C05C18E945ED5844400F768A55837352C0966DA7AD11594440ED181EFB597352C0445D6BEF535944403457CD73447352C0D7F335CB6559444085562767287352C08CB1135E825944406416A1D80A7352C0C88CB7955E594440B0D991EA3B7352C0A8D898D711594440E56B96CB467352C06F5985CD0059444091ACC3D1557352C006D15AD1E6584440E87B0DC1717352C07DC16ED8B65844404F6B9A779C7352C00ED4298F6E5844407801F6D1A97352C034B401D880584440CFEAE40CC57352C08631E9EFA5584440,1545,1400000US36081020400,36081020400,"Census Tract 204, Queens County, New York",2195,315,153,54,7,112,44,5.4,2.2,0,286644,CT,204,20400,81,36
3626,0106000020E6100000010000000103000000010000001200000058D93EE42D7B52C06FCB4752D25D44402475029A087B52C0C9BE2B82FF5D444049B3791C067B52C08D588B4F015E44407BB60E0EF67A52C00BCB9F6F0B5E4440A7FC6B79E57A52C0921B45D61A5E4440B78B3045B97A52C055815A0C1E5E44407682FDD7B97A52C032DFC14F1C5E4440769FE3A3C57A52C03D7782FDD75D4440F3DDAD2CD17A52C07261A417B55D4440FF71C284D17A52C01A7E37DDB25D4440961DE21FB67A52C01453E9279C5D4440281900AAB87A52C091239D81915D4440A8F3A8F8BF7A52C0370D51853F5D4440611399B9C07A52C029DA1CE7365D4440B774CC79C67A52C08613984EEB5C4440BA404981057B52C01E679AB0FD5C44407569C361697B52C02E2FC03E3A5D444058D93EE42D7B52C06FCB4752D25D4440,1546,1400000US36081020500,36081020500,"Census Tract 205, Queens County, New York",994,153,82,40,8.2,55,26,5.8,2.8,0,587633,CT,205,20500,81,36
219,0106000020E61000000100000001030000000100000009000000B5662B2FF97352C0C3E74EB0FF584440220ED940BA7352C0E614E46723594440D79E5912A07352C007F83592045944400F768A55837352C0966DA7AD115944403F683D7C997352C05C18E945ED584440CFEAE40CC57352C08631E9EFA5584440F010C64FE37352C0F0457BBC905844401CAED51EF67352C057552FBFD3584440B5662B2FF97352C0C3E74EB0FF584440,1547,1400000US36081020600,36081020600,"Census Tract 206, Queens County, New York",1855,236,164,64,8.8,74,32,4.2,1.8,0,148614,CT,206,20600,81,36
4563,0106000020E61000000100000001030000000100000014000000FAE769C0207452C052AD8559685944405CA626C11B7452C0E0D1C6116B59444078E3A430EF7352C001AE2B668459444093A12AA6D27352C0830D4FAF94594440C166800BB27352C04715C5ABAC594440F8307BD9767352C0DFB9F770C9594440064147AB5A7352C0EA504D49D6594440612F14B01D7352C0A3C2D8429059444085562767287352C08CB1135E825944403457CD73447352C0D7F335CB65594440ED181EFB597352C0445D6BEF535944400F768A55837352C0966DA7AD11594440D79E5912A07352C007F8359204594440220ED940BA7352C0E614E46723594440B5662B2FF97352C0C3E74EB0FF5844401CAED51EF67352C057552FBFD35844408E48DBF8137452C075A73B4F3C594440B5D782DE1B7452C06142CC25555944407DFACF9A1F7452C07953910A63594440FAE769C0207452C052AD855968594440,1548,1400000US36081020800,36081020800,"Census Tract 208, Queens County, New York",2554,364,230,94,9,152,69,6.3,2.6,0,543966,CT,208,20800,81,36
781,0106000020E6100000010000000103000000010000000F000000E93BBF28417452C09F89B0E1E95944400DD594641D7452C08CB62A89EC594440CB43A67C087452C03F4D2D5BEB5944405D9D6340F67352C0A6E2C62DE65944405AB05417F07352C090EEE714E459444022F77475C77352C0E59315C3D5594440C3CBD3B9A27352C00E8FC4CBD3594440D7614CFA7B7352C0CEBC1C76DF594440F8307BD9767352C0DFB9F770C9594440C166800BB27352C04715C5ABAC59444093A12AA6D27352C0830D4FAF9459444078E3A430EF7352C001AE2B66845944405CA626C11B7452C0E0D1C6116B594440FAE769C0207452C052AD855968594440E93BBF28417452C09F89B0E1E9594440,1549,1400000US36081021200,36081021200,"Census Tract 212, Queens County, New York",2362,351,317,101,13.4,139,59,6.5,2.6,0,239054,CT,212,21200,81,36
3884,0106000020E610000001000000010300000001000000140000002C211FF46C7452C00BC9C9C4AD5A4440FC2E6CCD567452C0F0D6F9B7CB5A444096FBE428407452C099C937DBDC5A444092FE5E0A0F7452C0434E5FCFD75A44403A35971B0C7452C08F0F7A36AB5A4440FAAD9D28097452C0E87E4E417E5A44401812F758FA7352C04062BB7B805A444068FD2D01F87352C029E3DF675C5A444075DF313CF67352C0F5CFD380415A4440F3346090F47352C0073543AA285A4440A6B1BD16F47352C076BB5E9A225A4440C51858C7F17352C095B1A19BFD5944405AB05417F07352C090EEE714E45944405D9D6340F67352C0A6E2C62DE6594440CB43A67C087452C03F4D2D5BEB5944400DD594641D7452C08CB62A89EC594440E93BBF28417452C09F89B0E1E959444010397D3D5F7452C067CEFA94635A44406B5A2904727452C0FF4E5AB8AC5A44402C211FF46C7452C00BC9C9C4AD5A4440,1550,1400000US36081021400,36081021400,"Census Tract 214, Queens County, New York",6415,667,727,276,11.3,324,186,5.4,3.1,0,380752,CT,214,21400,81,36
3627,0106000020E61000000100000001030000000100000019000000226420CF2E7552C0559A94826E5B4440EBA4BE2CED7452C0256DAAEE915B44401705C1E3DB7452C034255987A35B444020DDCF29C87452C0AAE122F7745B444027E5B512BA7452C0F0608BDD3E5B444079C4E8B9857452C0DAB8C5FCDC5A44406B5A2904727452C0FF4E5AB8AC5A444010397D3D5F7452C067CEFA94635A4440E93BBF28417452C09F89B0E1E9594440455A2A6F477452C0BDA25BAFE95944409FC211A4527452C018A721AAF05944403FD3122BA37452C02BD15966115A44400D863AAC707452C028CDE671185A4440C1F5285C8F7452C0CFEFFB372F5A44407AD7A02FBD7452C0A6C30AB77C5A44403C4679E6E57452C0B5E9CF7EA45A4440ADF02E17F17452C068A9BC1DE15A44407F0BB265F97452C03FB8020AF55A444069B6F292FF7452C06A9C4D47005B44402154A9D9037552C05A1E6B46065B444079884677107552C097DBBDDC275B44405A07077B137552C086F546AD305B444027D027F2247552C0C0E270E6575B4440E2BF4010207552C00814B188615B4440226420CF2E7552C0559A94826E5B4440,1551,1400000US36081021600,36081021600,"Census Tract 216, Queens County, New York",4373,421,415,137,9.5,204,117,4.9,2.8,0,641835,CT,216,21600,81,36
3628,0106000020E6100000010000000103000000010000000F0000001705C1E3DB7452C034255987A35B4440710D33349E7452C092FFC9DFBD5B4440054A0A2C807452C0F82CCF83BB5B444037471D1D577452C0060951BEA05B44402A45F295407452C0D1FBC6D79E5B444002983270407452C00FCAFB389A5B44409A84D217427452C0F7F9EFC16B5B4440F2FFAA23477452C0BBC11726535B4440DC7C23BA677452C002CDE7DCED5A44402C211FF46C7452C00BC9C9C4AD5A44406B5A2904727452C0FF4E5AB8AC5A444079C4E8B9857452C0DAB8C5FCDC5A444027E5B512BA7452C0F0608BDD3E5B444020DDCF29C87452C0AAE122F7745B44401705C1E3DB7452C034255987A35B4440,1553,1400000US36081022001,36081022001,"Census Tract 220.01, Queens County, New York",5889,526,547,173,9.3,311,126,5.5,2.2,0,396663,CT,220.01,22001,81,36
782,0106000020E61000000100000001030000000100000015000000DC7C23BA677452C002CDE7DCED5A4440F2FFAA23477452C0BBC11726535B44409A84D217427452C0F7F9EFC16B5B444002983270407452C00FCAFB389A5B44402A45F295407452C0D1FBC6D79E5B444009BDFE243E7452C0D5506A2FA25B444050BF0B5BB37352C05EECBDF8A25B4440C623B891B27352C0A89CF6949C5B444012622EA9DA7352C0554277499C5B444065D65240DA7352C05B8B16A06D5B4440154CFC51D47352C02019726C3D5B4440FD261422E07352C0BF232A54375B4440821266DAFE7352C034548CF3375B444008185DDE1C7452C02F630AD6385B4440363465A71F7452C0A77004A9145B4440FC9DEDD11B7452C0799FAA42035B444014342DB1327452C03E506EDBF75A444096FBE428407452C099C937DBDC5A4440FC2E6CCD567452C0F0D6F9B7CB5A44402C211FF46C7452C00BC9C9C4AD5A4440DC7C23BA677452C002CDE7DCED5A4440,1554,1400000US36081022002,36081022002,"Census Tract 220.02, Queens County, New York",6421,565,626,199,9.7,270,114,4.5,1.9,0,306106,CT,220.02,22002,81,36
3629,0106000020E6100000010000000103000000010000000E00000012622EA9DA7352C0554277499C5B4440C623B891B27352C0A89CF6949C5B4440880453CDAC7352C08ADB68006F5B4440694C88B9A47352C0770261A7585B4440FF4B1938A07352C071D712F2415B44405528D2FD9C7352C0D475A8A6245B444010E15F048D7352C0E81F4432E45A444025C11BD2A87352C05D126745D45A444077EA9106B77352C02418CE35CC5A4440F124E99AC97352C0E30AEF72115B44406A76A4FACE7352C00292B06F275B4440154CFC51D47352C02019726C3D5B444065D65240DA7352C05B8B16A06D5B444012622EA9DA7352C0554277499C5B4440,1556,1400000US36081023000,36081023000,"Census Tract 230, Queens County, New York",2430,387,169,72,7,59,50,2.6,2.3,0,165801,CT,230,23000,81,36
1870,0106000020E6100000010000000103000000010000001400000014342DB1327452C03E506EDBF75A4440FC9DEDD11B7452C0799FAA42035B4440363465A71F7452C0A77004A9145B444008185DDE1C7452C02F630AD6385B4440821266DAFE7352C034548CF3375B4440FD261422E07352C0BF232A54375B4440154CFC51D47352C02019726C3D5B44406A76A4FACE7352C00292B06F275B4440F124E99AC97352C0E30AEF72115B444077EA9106B77352C02418CE35CC5A4440EC612F14B07352C0A75489B2B75A44408C226B0DA57352C082A279008B5A44404FC58D5BCC7352C070C971A7745A444068FD2D01F87352C029E3DF675C5A44401812F758FA7352C04062BB7B805A4440FAAD9D28097452C0E87E4E417E5A44403A35971B0C7452C08F0F7A36AB5A444092FE5E0A0F7452C0434E5FCFD75A444096FBE428407452C099C937DBDC5A444014342DB1327452C03E506EDBF75A4440,1557,1400000US36081023200,36081023200,"Census Tract 232, Queens County, New York",5267,570,436,148,8.3,295,121,6,2.4,0,330470,CT,232,23200,81,36
4564,0106000020E61000000100000001030000000100000010000000BD6BD097DE7A52C018FD6838655E44402AF2EB87D87A52C029C58EC6A15E444052B29C84D27A52C02722C32ADE5E4440A8F6E978CC7A52C0741C3F541A5F444080AE7D01BD7A52C0B0B6291E175F444029C8CF46AE7A52C06C72F8A4135F4440E93D95D39E7A52C03899B855105F4440CD893DB48F7A52C0F94509FA0B5F4440D08A6F287C7A52C0D60B056C075F44400C0EF626867A52C0E45C8AABCA5E4440F1B0506B9A7A52C0042FFA0AD25E44402D1D739EB17A52C077B471C45A5E4440C6D2872EA87A52C0AD0CAA0D4E5E4440B78B3045B97A52C055815A0C1E5E4440A7FC6B79E57A52C0921B45D61A5E4440BD6BD097DE7A52C018FD6838655E4440,1558,1400000US36081023500,36081023500,"Census Tract 235, Queens County, New York",8855,1018,706,271,8,388,188,4.7,2.3,0,255537,CT,235,23500,81,36
4393,0106000020E6100000010000000103000000010000000F00000077EA9106B77352C02418CE35CC5A444025C11BD2A87352C05D126745D45A444010E15F048D7352C0E81F4432E45A4440B65ED383827352C0AEE76B96CB5A4440AEB14B546F7352C06A223317B85A4440CB79C6BE647352C0A47EDE54A45A4440D8A9B9DC607352C08E6D1970965A4440DDFB1BB4577352C086BD50C0765A4440006729594E7352C066E55E60565A44409D05A1BC8F7352C013342DB1325A44401CC6A4BF977352C03F868E1D545A44400D1478279F7352C0EE1EA0FB725A44408C226B0DA57352C082A279008B5A4440EC612F14B07352C0A75489B2B75A444077EA9106B77352C02418CE35CC5A4440,1559,1400000US36081023600,36081023600,"Census Tract 236, Queens County, New York",2701,277,240,109,8.9,194,104,7.6,4.2,0,176279,CT,236,23600,81,36
220,0106000020E6100000010000000103000000010000000D00000068FD2D01F87352C029E3DF675C5A44404FC58D5BCC7352C070C971A7745A44408C226B0DA57352C082A279008B5A44400D1478279F7352C0EE1EA0FB725A44401CC6A4BF977352C03F868E1D545A44409D05A1BC8F7352C013342DB1325A44407531CD74AF7352C0F9CDC474215A44406B59BE2EC37352C0461ADCD6165A4440C51858C7F17352C095B1A19BFD594440A6B1BD16F47352C076BB5E9A225A4440F3346090F47352C0073543AA285A444075DF313CF67352C0F5CFD380415A444068FD2D01F87352C029E3DF675C5A4440,1560,1400000US36081023800,36081023800,"Census Tract 238, Queens County, New York",4705,453,528,136,11.2,216,78,4.9,1.7,0,156689,CT,238,23800,81,36
